CODE,title,description,url,t_rex
CSC 270,Introduction to Scientific Computing,"An introductory programming course with an emphasis on real-world engineering and scientific problem solving. Operators, input/output, mathematical functions, control, structures, and arrays. Introduction to programming numerical techniques. Topics may include: interpolation, linear modeling (regression), root finding, numerical integration, solutions to simultaneous equations, graphing, signal processing. (STEM)",https://csi-undergraduate.catalog.cuny.edu/courses/0626781,https://explorer.cuny.edu/receiving-course/062678/1
CSC 300,Information Structures for Business,"This course covers basic data structures. Topics covered in this course include classes, exception handling, dynamic memory management, and fundamental data structures including vectors, linked lists, and queues. Standard library classes will be used to implement various data structures in order to solve various business problems. Algorithmic development and analysis will be illustrated using advanced sorting and searching algorithms. Not open to students who have completed CSC 326. Prerequisite: CSC 126, BUS 215",https://csi-undergraduate.catalog.cuny.edu/courses/1505621,https://explorer.cuny.edu/receiving-course/150562/1
CSC 305,Operating Systems Programming Laboratory,"Operating systems in practice. History of OS development. Methods of memory, process, file, and device management for specific OS. User command line interface. Developing software applications in OS environment.Prerequisite: (CSC 220 or ENS 362) and CSC 326. Corequisite: CSC 332.",https://csi-undergraduate.catalog.cuny.edu/courses/1209231,https://explorer.cuny.edu/receiving-course/120923/1
CSC 310,Input/Output Operations and File Management,"Files and file structures. Physical versus logical files. Secondary storage devices and system software. Input/output and access techniques. File organizations, indexing and processing. The capabilities of file handling in at least one higher-level programming language will be explored. Prerequisite: CSC 126.",https://csi-undergraduate.catalog.cuny.edu/courses/0626801,https://explorer.cuny.edu/receiving-course/062680/1
CSC 315,Introduction to Database Systems,"This course is an introduction to database systems with an emphasis on database design and implementation, business data modeling and analysis using modern data modeling languages and tools (i.e. Entity Relationship or UML models), as well as SQL query design and development for efficient and dynamic data processing in database applications. Topics also include fundamental database design techniques, basic concepts, methodologies and best practices for database optimizations and data integrity.",https://csi-undergraduate.catalog.cuny.edu/courses/1300971,https://explorer.cuny.edu/receiving-course/130097/1
CSC 326,Data Structures,"Fundamental data structures and their implementations, including lists, stacks, queues, priority queues and trees. Recursion, ADTs (abstract data types), algorithms for searching and sorting, basic algorithm analysis.",https://csi-undergraduate.catalog.cuny.edu/courses/0626831,https://explorer.cuny.edu/receiving-course/062683/1
CSC 330,Object-Oriented Software Design,"Large-scale software design issues, object-oriented design paradigms, encapsulation, polymorphism, inheritance, re-usability, and specifics of an object-oriented language and associated development tools. Students will be required to implement a substantial and well-engineered project using an object-oriented language.",https://csi-undergraduate.catalog.cuny.edu/courses/0626851,https://explorer.cuny.edu/receiving-course/062685/1
CSC 332,Operating Systems I,"Introduction to operating systems. Task management and scheduling. Process and data management. Interrupts. Resource allocation and management. Time sharing. Deadlock mutual exclusion, and synchronization. Memory management. (liberal arts and sciences)",https://csi-undergraduate.catalog.cuny.edu/courses/0626871,https://explorer.cuny.edu/receiving-course/062687/1
CSC 334,Computer System Fundamentals,"The course covers concepts of hardware and software systems and programming concepts common to the corporate data processing environment. Topics include fundamentals of hardware and software, rudiments of operating systems, and communication between microcomputers and mainframes. Various software application and utility packages utilizing both mainframes and microcomputers will be studied.",https://csi-undergraduate.catalog.cuny.edu/courses/0626881,https://explorer.cuny.edu/receiving-course/062688/1
CSC 340,Computer Organization,See Catalog For Description.,https://csi-undergraduate.catalog.cuny.edu/courses/0626891,https://explorer.cuny.edu/receiving-course/062689/1
CSC 346,Digital Systems Design,"Introduction to design methods for digital logic, circuits and systems. Boolean algebra, logic circuit minimization techniques, analysis and design of combinational and sequential logic circuits, memory elements, arithmetic and logic unit, finite state automata and machines, programmable logic devices, hardware description languages.",https://csi-undergraduate.catalog.cuny.edu/courses/0626921,https://explorer.cuny.edu/receiving-course/062692/1
